source,relation,target
N-[4-(4-nitrophenylphospho)butanoyl]-L-alanine,approval_status,experimental
6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID,has_state,solid
6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID,approval_status,experimental
METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER,has_state,solid
METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER,approval_status,experimental
PNU-142721,has_cas_number,185220-03-5
PNU-142721,has_state,solid
PNU-142721,approval_status,experimental
"(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE",has_state,solid
"(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE",approval_status,experimental
"(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",has_state,solid
"(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",approval_status,experimental
(1S)-1-(PHENOXYMETHYL)PROPYL METHYLPHOSPHONOCHLORIDOATE,has_state,solid
(1S)-1-(PHENOXYMETHYL)PROPYL METHYLPHOSPHONOCHLORIDOATE,approval_status,experimental
1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID,has_state,solid
1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID,approval_status,experimental
PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE,has_state,solid
PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE,approval_status,experimental
[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE,has_state,solid
[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE,approval_status,experimental
[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE,has_state,solid
[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE,approval_status,experimental
"[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE",has_state,solid
"[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE",approval_status,experimental
"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",has_state,solid
"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",approval_status,experimental
Prephenic acid,has_cas_number,126-49-8
Prephenic acid,has_state,solid
Prephenic acid,approval_status,experimental
3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL,has_state,solid
3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL,approval_status,experimental
N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide,has_state,solid
N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide,approval_status,experimental
PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE,has_state,solid
PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE,approval_status,experimental
"[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID",has_state,solid
"[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID",approval_status,experimental
THYMIDINE-5'-THIOPHOSPHATE,has_state,solid
THYMIDINE-5'-THIOPHOSPHATE,approval_status,experimental
phenyl ethenesulfonate,has_state,solid
phenyl ethenesulfonate,approval_status,experimental
2-METHYLCARBAMOYL-3-(4-PHOSPHONOOXY-PHENYL)-CYCLOPROPANECARBOXYLIC ACID,has_state,solid
2-METHYLCARBAMOYL-3-(4-PHOSPHONOOXY-PHENYL)-CYCLOPROPANECARBOXYLIC ACID,approval_status,experimental
"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",has_state,solid
"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",approval_status,experimental
"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",has_state,solid
"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",approval_status,experimental
Puromycin,has_cas_number,53-79-2
Puromycin,has_state,solid
Puromycin,approval_status,experimental
"(2E,4R,5S)-2,3,4,5-TETRAHYDROXY-6-(PALMITOYLOXY)HEX-2-ENOIC ACID",has_state,solid
"(2E,4R,5S)-2,3,4,5-TETRAHYDROXY-6-(PALMITOYLOXY)HEX-2-ENOIC ACID",approval_status,experimental
Parecoxib,has_cas_number,198470-84-7
Parecoxib,has_state,solid
Parecoxib,approval_status,approved
"N-1,10-phenanthrolin-5-ylacetamide",has_state,solid
"N-1,10-phenanthrolin-5-ylacetamide",approval_status,experimental
"6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE",has_state,solid
"6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE",approval_status,experimental
"4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",has_state,solid
"4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",approval_status,experimental
"2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",has_state,solid
"2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",approval_status,experimental
"3-[2-bromo-4-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile",has_state,solid
"3-[2-bromo-4-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile",approval_status,experimental
"(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE",has_state,solid
"(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE",approval_status,experimental
"3-[6-bromo-2-fluoro-3-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile",has_state,solid
"3-[6-bromo-2-fluoro-3-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile",approval_status,experimental
3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL,has_state,solid
3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL,approval_status,experimental
"(4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol",has_state,solid
"(4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol",approval_status,experimental
"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",has_state,solid
"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",approval_status,experimental
N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,has_state,solid
N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,approval_status,experimental
N-(QUINOLIN-8-YL)METHANESULFONAMIDE,has_state,solid
N-(QUINOLIN-8-YL)METHANESULFONAMIDE,approval_status,experimental
2-Nonyl-4-quinolinol 1-oxide,has_cas_number,316-66-5
2-Nonyl-4-quinolinol 1-oxide,has_state,solid
2-Nonyl-4-quinolinol 1-oxide,approval_status,experimental
N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,has_state,solid
N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,approval_status,experimental
Ro 12-7310,has_cas_number,65316-65-6
Ro 12-7310,has_state,solid
Ro 12-7310,approval_status,experimental
"S-[(1-Hydroxy-2,2,5,5-tetramethyl-4-phenyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate",has_state,solid
"S-[(1-Hydroxy-2,2,5,5-tetramethyl-4-phenyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate",approval_status,experimental
"4-(3,5-DIMETHYLPHENOXY)-5-(FURAN-2-YLMETHYLSULFANYLMETHYL)-3-IODO-6-METHYLPYRIDIN-2(1H)-ONE",has_state,solid
"4-(3,5-DIMETHYLPHENOXY)-5-(FURAN-2-YLMETHYLSULFANYLMETHYL)-3-IODO-6-METHYLPYRIDIN-2(1H)-ONE",approval_status,experimental
(4-BROMOPHENYL)[4-({(2E)-4-[CYCLOPROPYL(METHYL)AMINO]BUT-2-ENYL}OXY)PHENYL]METHANONE,has_state,solid
(4-BROMOPHENYL)[4-({(2E)-4-[CYCLOPROPYL(METHYL)AMINO]BUT-2-ENYL}OXY)PHENYL]METHANONE,approval_status,experimental
"3-chloro-5-[2-chloro-5-(1H-pyrazolo[3,4-b]pyridin-3-ylmethoxy)phenoxy]benzonitrile",has_state,solid
"3-chloro-5-[2-chloro-5-(1H-pyrazolo[3,4-b]pyridin-3-ylmethoxy)phenoxy]benzonitrile",approval_status,experimental
MK-4965,has_cas_number,920035-77-4
MK-4965,has_state,solid
MK-4965,approval_status,experimental
"3-[(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)METHYL]PHENOL",has_state,solid
"3-[(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)METHYL]PHENOL",approval_status,experimental
N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE,has_state,solid
N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE,approval_status,experimental
(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol,has_state,solid
(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol,approval_status,experimental
"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE",has_state,solid
"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE",approval_status,experimental
"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",has_state,solid
"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",approval_status,experimental
"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",has_state,solid
"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",approval_status,experimental
"6-(2,3,4,5,6,7-HEXAHYDRO-2,4,4-TRIMETHYL-1-METYLENEINDEN-2-YL)-3-METHYLHEXA-2,4-DIENOIC ACID",has_state,solid
"6-(2,3,4,5,6,7-HEXAHYDRO-2,4,4-TRIMETHYL-1-METYLENEINDEN-2-YL)-3-METHYLHEXA-2,4-DIENOIC ACID",approval_status,experimental
"tert-butyl 4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine-1-carboxylate",has_state,solid
"tert-butyl 4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine-1-carboxylate",approval_status,experimental
"3-(4-fluorophenyl)-5-phenyl-4H-1,2,4-triazole",has_state,solid
"3-(4-fluorophenyl)-5-phenyl-4H-1,2,4-triazole",approval_status,experimental
"1-(thiophen-2-ylacetyl)-4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine",has_state,solid
"1-(thiophen-2-ylacetyl)-4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine",approval_status,experimental
(R)-Fluoxetine,has_cas_number,100568-03-4
(R)-Fluoxetine,has_state,solid
(R)-Fluoxetine,approval_status,experimental
Dichlororibofuranosylbenzimidazole,has_cas_number,53-85-0
Dichlororibofuranosylbenzimidazole,has_state,solid
Dichlororibofuranosylbenzimidazole,approval_status,experimental
3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN,has_state,solid
3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN,approval_status,experimental
"[(4R)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate",has_state,solid
"[(4R)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate",approval_status,experimental
3-AMINO-AZACYCLOTRIDECAN-2-ONE,has_state,solid
3-AMINO-AZACYCLOTRIDECAN-2-ONE,approval_status,experimental
N-[2-Chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,has_state,solid
N-[2-Chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,approval_status,experimental
"N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",has_cas_number,524055-74-1
"N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",has_state,solid
"N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",approval_status,experimental
4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN,has_state,solid
4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN,approval_status,experimental
4-Methyl-N-[5-(5-methyl-furan-2-ylmethylene)-4-oxo-thiazolidin-2-ylidene]-benzenesulfonamide,has_state,solid
4-Methyl-N-[5-(5-methyl-furan-2-ylmethylene)-4-oxo-thiazolidin-2-ylidene]-benzenesulfonamide,approval_status,experimental
[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER,has_state,solid
[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER,approval_status,experimental
4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE,has_state,solid
4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE,approval_status,experimental
"(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID",has_state,solid
"(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID",approval_status,experimental
Efaproxiral,has_cas_number,131179-95-8
Efaproxiral,has_state,solid
Efaproxiral,approval_status,investigational
3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,has_state,solid
3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,approval_status,experimental
"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE",has_state,solid
"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE",approval_status,experimental
"N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE",has_state,solid
"N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE",approval_status,experimental
CTS-1027,has_cas_number,193022-04-7
CTS-1027,has_state,solid
CTS-1027,approval_status,experimental
N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE,has_state,solid
N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE,approval_status,experimental
(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID,has_state,solid
(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID,approval_status,experimental
"5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID",has_state,solid
"5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID",approval_status,experimental
"S-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2H)-carbothioate",has_state,solid
"S-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2H)-carbothioate",approval_status,experimental
4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,has_state,solid
4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,approval_status,experimental
(R)-warfarin,has_cas_number,40281-89-8
(R)-warfarin,has_state,solid
(R)-warfarin,approval_status,experimental
"(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",has_state,solid
"(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",approval_status,experimental
"(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",has_state,solid
"(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",approval_status,experimental
"N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",has_state,solid
"N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",approval_status,experimental
"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",has_state,solid
"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",approval_status,experimental
"DIETHYL PROPANE-1,3-DIYLBISCARBAMATE",has_state,solid
"DIETHYL PROPANE-1,3-DIYLBISCARBAMATE",approval_status,experimental
Capravirine,has_cas_number,178979-85-6
Capravirine,has_state,solid
Capravirine,approval_status,investigational
"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",has_state,solid
"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",approval_status,experimental
"6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM",has_state,solid
"6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM",approval_status,experimental
methyl 4-bromo-N-[8-(hydroxyamino)-8-oxooctanoyl]-L-phenylalaninate,has_state,solid
methyl 4-bromo-N-[8-(hydroxyamino)-8-oxooctanoyl]-L-phenylalaninate,approval_status,experimental
N-{(2S)-3-[(1R)-1-aminoethyl](hydroxy)phosphoryl-2-benzylpropanoyl}-L-phenylalanine,has_state,solid
N-{(2S)-3-[(1R)-1-aminoethyl](hydroxy)phosphoryl-2-benzylpropanoyl}-L-phenylalanine,approval_status,experimental
N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID,has_state,solid
N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID,approval_status,experimental
N-BENZOYL-D-ALANINE,has_state,solid
N-BENZOYL-D-ALANINE,approval_status,experimental
1-[6-(2-CHLORO-4-METHYXYPHENOXY)-HEXYL]-IMIDAZOLE,has_state,solid
1-[6-(2-CHLORO-4-METHYXYPHENOXY)-HEXYL]-IMIDAZOLE,approval_status,experimental
5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE,has_state,solid
5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE,approval_status,experimental
"6-amino-2-methyl-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",has_state,solid
"6-amino-2-methyl-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",approval_status,experimental
"6-amino-2-[(1-naphthylmethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",has_state,solid
"6-amino-2-[(1-naphthylmethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",approval_status,experimental
[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,has_state,solid
[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,approval_status,experimental
"6-amino-2-[(thiophen-2-ylmethyl)amino]-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",has_state,solid
"6-amino-2-[(thiophen-2-ylmethyl)amino]-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",approval_status,experimental
"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE",has_state,solid
"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE",approval_status,experimental
(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE],has_state,solid
(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE],approval_status,experimental
Sakuranetin,has_cas_number,2957-21-3
Sakuranetin,has_state,solid
Sakuranetin,approval_status,experimental
"N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",has_state,solid
"N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",approval_status,experimental
"(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE",has_state,solid
"(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE",approval_status,experimental
4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine,has_cas_number,652162-77-1
4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine,has_state,solid
4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine,approval_status,experimental
4-(4-FLUOROPHENYL)-1-CYCLOROPROPYLMETHYL-5-(4-PYRIDYL)-IMIDAZOLE,has_state,solid
4-(4-FLUOROPHENYL)-1-CYCLOROPROPYLMETHYL-5-(4-PYRIDYL)-IMIDAZOLE,approval_status,experimental
[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL,has_state,solid
[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL,approval_status,experimental
2-(3-BENZOYLPHENOXY)ETHYL(HYDROXY)FORMAMIDE,has_state,solid
2-(3-BENZOYLPHENOXY)ETHYL(HYDROXY)FORMAMIDE,approval_status,experimental
HYDROXY[3-(6-METHYLPYRIDIN-2-YL)PROPYL]FORMAMIDE,has_state,solid
HYDROXY[3-(6-METHYLPYRIDIN-2-YL)PROPYL]FORMAMIDE,approval_status,experimental
CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE,has_state,solid
CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE,approval_status,experimental
"1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE",has_state,solid
"1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE",approval_status,experimental
"2-AMINO-6-(3,5-DIMETHYLPHENYL)SULFONYLBENZONITRILE",has_state,solid
"2-AMINO-6-(3,5-DIMETHYLPHENYL)SULFONYLBENZONITRILE",approval_status,experimental
"(6E,11E)-HEPTADECA-6,11-DIENE-9,9-DIYLBIS(PHOSPHONIC ACID)",has_state,solid
